,title,company,rating,search_city,location,salary,age,summary
5645,Head of Leadership and Talent,RS Components,3.8,London,Greater London,,12 days ago,Data analytics - produce and use comprehensive global analytics to drive insights and make wise business decisions.Job Title : Head of Leadership and Talent.
5646,Senior Data Scientist,Wood Plc,3.9,London,Staines-upon-Thames,,Today,"Mentor, guide and develop our data analytics team in UK.Partner with multiple cross-functional teams across Wood Group’s international engineering operations…"
5647,Sales Graduate,Colt Technology Services,4.0,London,London,,30+ days ago,"They develop skills in Strategic Programme Management, Data Analytics, Sales Training and Systems & Process Improvement."
5648,Commercial Analyst,Savant Recruitment,,London,London,"£50,000 - £55,000 a year",8 days ago,"They are looking to appoint a Senior Commercial Analyst to their marketing & data analytics team.They are looking to appoint someone that has previous market,…"
5649,Product Manager - Analytics/Feeds Sellside,Refinitiv,3.4,London,London,,30+ days ago,"Experience of market leading feeds and data analytics.5+ years of product management experience, preferably within FX, and with strong experience of Feeds and…"
5650,Data Analytics Manager,Warner Scott,,London,London,"£60,000 - £75,000 a year",30+ days ago,"The ideal candidate would have experience with Forensic Data Analytics and SAP/ERP.Familiarity with data science, data mining and statistical analysis tools…"
5651,Strategic Consultant - Management Consultant,Amey plc,2.9,London,London,,7 days ago,"Enable the use of data and analytics to drive safety, performance, cost, capacity, customer, and environmental improvements for clients."
5652,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5653,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5654,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5655,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5656,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5657,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5658,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5659,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5660,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5661,"Manager, Reference Data, CoRe–Data Management, Global, Londo...",Deloitte,4.0,London,London,,Today,"Experience with multi-system integrationExperience in master data governance strategy, processes, and operationsKnowledge of master data management and…"
5662,Team Assistant – Corporate Communication,Anglo American,4.2,London,London SW1Y,,30+ days ago,"Its role is to consistently communicate a clear and differentiated brand to influence and protect the our global reputation, and create engaged and motivated…"
5663,Change and Communications Specialist,Anglo American,4.2,London,London SW1Y,,11 days ago,12 month fixed term contract.This role will be responsible for the delivery of a variety of change projects and the management of effective communication of…
5664,Team Lead Big Data and Analytics Prototyping,Amazon Web Services UK Limited,3.6,London,London,,30+ days ago,"Deep understanding and implementation of database, analytics, and management concepts / technologies in the industry, to include RDBMS systems, NoSQL systems,…"
5665,Strategy Insights & Planning Manager/Medical Products and Se...,ZS Associates,3.5,London,London,,2 days ago,"Our teams work on multiple projects simultaneously, leveraging advanced data analytics and problem-solving techniques.As a Manager, you will:"
5666,Head of Risk & Data Science,Spotcap,,London,London,,7 days ago,"Has a proven track record of managing, training and mentoring a cross-border credit analyst, risk & data analytics team.In this role, you will:"
5667,Climate Change Consultant,Arup,4.1,London,London,,3 days ago,"Data, statistical and analytical skills to deal with uncertainty, sensitivity assessment, and extreme value analysis;Work is likely to include:"
5668,Econometrician,Source,,London,London,"£35,000 a year",5 days ago,This global media agency are looking to further grow their data and analytics division by hiring at manager level.Key responsibilities of the role:
5669,LNG Analyst,RELX Group,4.3,London,London,,14 days ago,"Conduct real-time analysis of trade, contracts, outage and shipping data.A proven track record in gathering and evaluating data to produce robust analysis."
5670,Head of Economics & Demand - Commodity Analytics,Wood Mackenzie,4.0,London,London,,30+ days ago,"The role will ensure leading edge analytics, technologies and modelling techniques are used to acquire, interpret and forecast demand data."
5671,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5672,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5673,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5674,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5675,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5676,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5677,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5678,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5679,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5680,IT Service Manager,GfK,3.7,London,London,,30+ days ago,We are looking for a Service Manager to ensure seamless operability of IT services and high standards of satisfaction in day to day interaction with both…
5681,Statistical Data Analyst,Metrica Recruitment,,London,London,"£30,000 - £35,000 a year",30+ days ago,Pro-active and inquisitive nature in learning new skills and understanding developments in the world of data.The successful candidate will have.
5682,Revenue Management Analyst,American Express Global Business Travel,3.5,London,London,,30+ days ago,"Drive big data and predictive analytics development.Data and insights being a key strategic pillar across GBT, the Business Intelligence Analyst will play an…"
5683,AMQ - Global Data & Analytics Client Lead,Datatech Analytics,,London,London,,30+ days ago,Work with data & analytics on defining ways of working and strategic approach to data and analytics.Establish data and analytics community across local markets…
5684,Strategist - Healthcare,Hall & Partners,3.1,London,London SE1,,21 days ago,This then acts as a driving force to extract hidden insights from further research investigation and data analytics.Knowledge of blended research methods.
5685,Senior BI / Data Analyst,The Business of Fashion,,London,London,,30+ days ago,"Support the definition of the BoF data analytics approach and process.By supporting us in establishing repeatable and sustainable analytics processes, you will…"
5686,Associate Image Analyst,IXICO,,London,London,,11 days ago,The AIA role is also responsible for managing imaging sites and resolving incoming data issues.Please note that IXICO will process the data provided by you…
5687,Performance Analyst,Transport for London,4.1,London,London,"£32,000 a year",30+ days ago,An ability to use data analytics to drive performance (Essential).Working effectively with IT based data systems (Essential).
5688,Performance Analyst,BNP Paribas,3.9,London,Hertfordshire,,19 days ago,You will be part of the Data analytics team within the Actuary and Data analytics department and you will:Data visualisation is desirable (power BI).
5689,"Analytics Manager, contract, London",Staff Worx,,London,London EC4Y,,30+ days ago,"Deep experience in Adobe Analytics platform, Google Analytics or similar systems.Significant experience in eCommerce, IT, Business Enabling, or similar…"
5690,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5691,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5692,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5693,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5694,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5695,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5696,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5697,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5698,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5699,Reward Analyst,EY,4.0,London,London,,19 days ago,Proficient in data analytics and associated tools.Develop and produce analytics to measure and mitigate GDPR risk related to Reward data.
5700,FREELANCE: Senior Process Analyst – Data Forecasting,Umbilical Life,,London,London,,5 days ago,"Commercially aware and strategically focused, you will have demonstrated experience in data analytics and in particular, within in the professional services…"
5701,DATA ANALYST,Spring,,London,London,,8 days ago,Role: SC Cleared Data Analyst.Our leading client are looking for a Data Analyst with experience of working with either Power Bi or Tableau to work on Data…
5702,Client Services Graduate,Mosaic Smart Data,,London,London,,30+ days ago,"The ideal candidate is disciplined, delivery focused, tenacious, and an excellent communicator: someone who brings a sense of urgency, follows through on…"
5703,"Data Engineer -Data Science, AI/ML, AWS- Greenfield Analytic...",Vertus Partners,,London,London,"£120,000 - £140,000 a year",30+ days ago,Our client is looking for an experienced Data Engineer to work on the greenfield design and build of a new Data Analytics platform for its Data Science business…
5704,Senior Analytics Manager,Infectious Media,,London,London,,30+ days ago,"4-5 years’ experience in a relevant field, e.g. market research, marketing science, data analytics.Support the Sales, Activation and Marketing teams in…"
5705,Inside Sales - Big Data Analytics,Psixty Recruitment,,London,London,"£45,000 a year",12 days ago,Our client is a well established disruptive big data analytics software vendor based in the City of London.You will also work very closely with the sales and…
5706,CRM Planner,Adjust Your Set,,London,London,,7 days ago,"Strong analytical skills: the ability to derive insight from wide ranging data sources, and to simplify complex problems.THIS ROLE IS RIGHT FOR YOU IF..."
5707,Fund Administration Analyst,MJ Hudson,,London,London,,30+ days ago,"The firm’s services include law, fund management solutions (including IR & marketing services), international administration, investment advisory, and data &…"
5708,Junior RAM Consultant,DNV GL AS,3.8,London,London SE1,,22 days ago,"The department consists of four sections (Asset Performance Solutions, Asset Data Analytics, Transaction Advisory and Risk Management Consulting)."
5709,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5710,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5711,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5712,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5713,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5714,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5715,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5716,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5717,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5718,Senior Data Analytics Consultant,Adatis,,London,London,"£47,500 - £68,500 a year",18 days ago,"Data Analytics Stack (IS, AS, RS).Working on projects that utilise products within the Microsoft Azure and SQL Data analytics stack.What will I be doing?"
5719,Data Science Manager,Isharat,,London,London NW1,,2 days ago,"As part of our team, you’ll help our clients implement enterprise data centric applications that improve operational effectiveness and provide impactful data…"
5720,Project / Product Manager - Data Analytics,System Recruitment,,London,London,"£39,000 - £40,000 a year",30+ days ago,Project / Product Manager - Data Analytics.Data literacy skills and confidence in manipulating and connecting disparate data sets.
5721,Data Analyst - Mid/Senior,Flux Systems,,London,London,,30+ days ago,"Minimum 3 years experience in enterprise data analytics.Develop and implement databases, data collection systems, data analytics and other strategies that…"
5722,Senior Data Analyst,"Pixalate, Inc.",,London,London,,10 days ago,"You will be working closely with the data science team, as well as big data engineers, product managers, and marketers to analyze large amounts of data and…"
5723,Data Analysis Manager,Comcast,,London,Osterley,"£70,000 a year",4 days ago,Ensures all data is secure and follows company policies regarding data classification.Leads engagement objectives discussions with other CGA team members and…
5724,Team Lead Data Analytics Recruitment Consultant,LHI Group,5.0,London,London,,12 days ago,"Ideally have experience, knowledge or detailed interest in Data: Data Science, Data Analytics, AI, Robotics.Minimum 2 years recruitment experience appreciated."
5725,Strategic Consultant - Data Science & Analytics,Amey,3.3,London,London,,7 days ago,"Experience with big data technologies e.g. Spark, Cassandra.Help clients to make better use of their data and drive intelligent decision making."
5726,"Prudential Assurance Review, VP",Credit Suisse,3.9,London,London,,Just posted,"Knowledge of how to use data analytics to drive continuous risk monitoring and perform audits would be an advantage.Prudential Assurance Review, VP #147132."
5727,Internal Audit Professional,BT,3.8,London,London,,11 days ago,"Work to be completed in a risk assessed, timely, and focused manner, utilising data analytics tools where appropriate.We'll also need to see these on your CV."
5728,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5729,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5730,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5731,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5732,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5733,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5734,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5735,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5736,Data Scientist and DevOps Lead,Mindshare Worldwide,3.7,London,London,,Today,Data Science and Automation - Integrated Analytics.We are looking for an experienced hands-on data scientist to lead the data science thinking and practice.
5737,Telecommunications Industry Consultant,Teradata,3.8,London,London WC2N,,30+ days ago,"With all the investments made in analytics, it’s time to stop buying into partial solutions that overpromise and underdeliver.It’s time to invest in answers."
5738,Deals - Financial Crime Unit Managers,PwC,4.0,London,London,,4 days ago,"Data modelling and/or data architecture experience.Reviewing end-to-end data flow (data quality, data lineage), analysing ETL technologies and discovering key…"
5739,"Data & Analytics Manager, Corporate Events and Incentives",Gartner,3.7,London,Egham,,30+ days ago,Keep accurate records of complex and changing data sets.Support the financial forecast process with accurate attendee data.
5740,Data Engineer,La Fosse Associates,4.7,London,London,,Today,Manipulating data via an ETL tool to provide data required for reporting and analytics.Their data and analytics technology stack is primarily built around…
5741,Data Business Analyst,onezeero,,London,London EC3A,,4 days ago,Liaison with Data Analytics Services teams to support data fusion.Developing insight-driven data products and data visualizations.Familiar with R and Tableau.
5742,"Investment Pensions, Quantitative Modeller, London",PwC,4.0,London,London,,10 days ago,"Our team helps clients with their pension challenges, bringing expertise in a wide range of areas including investment, accounting, structuring, credit analysis…"
5743,"Director, Head Central Monitoring & Data Analytics",GSK,4.2,London,Brentford,,10 days ago,Accountability for managing the data visualisation tools to support the Central Monitoring and Data Analytics capability.Posted Date: Jan 10 2020.
5744,Communications Executive,Diageo,4.0,London,London,,30+ days ago,This role will enable delivery of the DBS annual performance promise through the development and implementation of specific programmes and associated internal…
5745,Associate Director Data Solutions & Delivery,BGL Group,3.5,London,London,,30+ days ago,"You will report into the Chief Data Officer and be part of the Data leadership team, working alongside Data Insights & Analytics and partnering with Tech / Data…"
5746,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5747,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5748,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5749,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5750,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5751,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5752,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5753,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5754,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5755,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5756,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5757,Data Analyst,Thomsons Online Benefits,4.0,London,London,"£40,000 - £50,000 a year",30+ days ago,"Within the Data & Analytics team your role with be to increase the usage and availability of data and self-serve analytics, through:The role and your mission."
5758,Business Operations Coordinator,MarcoPolo learning,,London,London,,30+ days ago,A knowledge of product management and data analytics would be an advantage.This is a full-time role / London.Fluency in Mandarin is strongly preferred.
5759,data engineer,flinder,,London,London,,30+ days ago,"1 – 2 years of relevant working experience in data analytics, management information or data engineering.As a Data Engineer, you will be working as part of the…"
5760,Manager of Commercial Analytics,SACO,3.8,London,London,,6 days ago,"Experienced in Data Analytics and Business Intelligence tools.Responsible for creating value from our data and analytics tools, in order to drive the…"
5761,Senior Data Analyst,Guardian News & Media,4.3,London,London,,30+ days ago,"This team leads and innovates in analytics best practice and delivers data analytics and data science to inform, guide and support on delivery of The Guardian’s…"
5762,"Rewards Consulting Intern Programme, London",Willis Towers Watson,3.7,London,London,,30+ days ago,Opening Date: 5th September 2019.Closing Date: 31st January 2020.It is the perfect opportunity to understand what you could expect if you joined our graduate…
5763,Product Specialist,FactSet Research Systems,3.9,London,London,,10 days ago,"While we consider candidates with a strong interest in FinTech from any major, we especially encourage applicants with backgrounds in finance, MIS, economics,…"
5764,Director of Business Insights,Michael Page UK,3.3,London,West London,"£80,000 - £105,000 a year",30+ days ago,"Data Analytics Strategy, Business Intelligence and Insights.Director of Data Analytics, Business Intelligence Director, Head of Analytics."
5765,Principal Group Data & Analytics Enterprise Architect,BT,3.8,London,London,,15 days ago,"Principal Group Data & Analytics Enterprise Architect.Driving a business data capability, complexity, cost, risk and maturity assessment of the current state…"
5766,Graduate Data Scientist,Graduate Recruitment Bureau,4.9,London,London,,30+ days ago,They work in data analytics for Marketing agencies and blue chip companies.Work experience in a data analysis role.On a typical day you will be:
5767,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5768,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5769,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5770,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5771,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5772,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5773,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5774,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5775,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5776,Talent Acquisition Coordinator,Equinix,,London,London,,13 days ago,"You will be supporting with Data Analytics and reporting for team and business updates.Equinix are looking for a professional and driven Coordinator, working…"
5777,Data Scientist (m/f/d),LivaNova,,London,London,,30+ days ago,"Research tools, methodologies and frameworks for data analytics, keeping up to date with latest technology trends.What are we looking for?"
5778,BI Consultant,Acrotrend Solutions Limited,,London,London SW1P,"£38,000 - £60,000 a year",1 day ago,"Traditional data sources like CRM, Marketing automation) to derive customer insight and analytics.Able to source, work with, and combine disparate data sets…"
5779,Junior Data Engineer,MyUtilityGenius Ltd,,London,Harrow HA2,,8 days ago,"BS, BA, or Masters in Computer Science, Data Analytics or a comparable program.Working alongside a highly accomplished team, the Junior Data Engineer will…"
5780,Data Analytics Senior Manager – Kings Cross London,Nexus Jobs Limited,,London,King's Cross,"£70,000 - £80,000 a year",30+ days ago,"Serve as the administrative chair facilitating a business data analytics governance council which shall review and approve information policies, data analytics…"
5781,Junior Data Analyst,All Response Media,2.2,London,London,,12 days ago,"This a is great opportunity for newcomers to the data analytics world.Manipulate data (format, remove and add data and tables).Format Excel reports and data."
5782,Prime Finance Analytics - Software Engineer - Associate,JP Morgan Chase,3.9,London,London EC1M,,7 days ago,A strong data and analytics background.Prime Finance Technology are looking to hire an Analytics Technology Software Engineer to help the Business drive profit…
5783,Data & Analytics Senior Recruitment Consultant,LHI Group,5.0,London,London,,11 days ago,"At least 1.5 years of Data & Analytics recruitment experience preferred, will also consider other industries.Ideally experience working a European market."
5784,IT External Auditor,Morgan McKinley,3.8,London,London,"£40,000 - £60,000 a year",Just posted,A boutique consultancy is expanding their Technology Risk practice and looking for a talented individual to join their team.
5785,ERP Analytics Assistant Manager,KPMG,4.0,London,London,,30+ days ago,"Proven experience interpreting data analytics results, and ability to derive insightful and quantifiable business insights using data analytics outputs."
5786,Data Analyst,TalentPool,,London,,"£30,000 a year",15 days ago,1-2 years of experience in data analytics.Data visualisation techniques and tools.Prior experience with e-commerce analytics.
5787,Sales Executive,Cyber Tech Company,,London,,"£25,000 - £35,000 a year",13 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5788,Junior Sales Executive,Cyber Tech Company,,London,,"£20,000 - £25,000 a year",7 days ago,Equally beneficial would any knowledge of the data challenges and opportunities facing organisations today in their pursuit of new insights and general…
5789,DATA AND ANALYTICS MANAGER,IBD Registry,,London,,"£39,600 - £44,000 a year",20 days ago,"You will oversee the effective collection, curation and utilisation of clinical data, surgical data, patient reported outcomes and other relevant data."
5790,Data Engineering & Analytics - Jr Professionals & Graduate P...,Kubrick Group,,London,,,30+ days ago,Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.What we need from you: *.
5791,"Scientist - VEO Data, Methods and Analytics (Oncology)",GSK,4.2,London,,,30+ days ago,We are an in-house data and analytics team set up to generate insights via a variety of means from rapid data analytics through to the design and delivery of…
5792,"Forensic and Litigation Consulting | 2020 Summer Internship,...","FTI Consulting, Inc.",3.6,London,,,30+ days ago,Role: Intern for Data & Analytics.The Data and Analytics (D&A) team is a global team of experienced data experts with offices in key business hubs around the…
5793,Data Analytics Apprentice,Expedia Group,3.9,London,,"£20,000 a year",30+ days ago,"Developing experience with web analytics tools (Adobe Analytics, Google Analytics etc.).Learning on the job you will directly own live-site experiments (AB…"
5794,Data Research Intern,Smithers Information,4.8,London,,,6 days ago,"Manage the process of quality checking, reporting and improvement ensuring the quality and performance of data.If the answer is yes then read on…..*."
5795,Consultant/Senior Consultant – Data Analytics,Warner Scott,,London,London,"£55,000 - £70,000 a year",30+ days ago,"JOB TITLE: Data Analytics Consultant.3+ years of relevant experience with an emphasis in complex problem solving, data analytics, or related competencies."
5796,Economics Analyst,KPMG,4.0,London,London,,30+ days ago,"These include Data Analytics, Disputes, Deal Advisory, Tax, Forensic and other.Examples may include preparing information requests, data collection,…"
